,TeamNumber,Location/Category,Division,Tier,ScoredImages,PlayTimehh:mm:ss,**,CCSScore,Adjust,CiscoScore,TotalScore
355,15-4364,CA,Open,High School,3,05:37:01,,275,0.00,16.00,291.00
356,15-1305,CA,Open,High School,3,05:54:01,,263,0.00,27.71,290.71
357,15-1203,SC,Open,High School,3,04:52:56,,261,0.00,29.43,290.43
358,15-2975,CA,Open,High School,3,05:45:55,,262,0.00,28.43,290.43
359,15-1813,CAN,Open,High School,3,05:51:14,M,283,0.00,7.43,290.43
360,15-0638,TX,All Service,High School,3,05:52:00,,263,0.00,27.10,290.10
361,15-0385,CA,Open,High School,3,05:50:00,,277,0.00,13.10,290.10
362,15-2695,AL,Open,High School,3,04:21:58,,290,0.00,0.00,290.00
363,15-5413,AL,Open,High School,3,05:39:03,,290,0.00,0.00,290.00
364,15-0471,FL,Open,High School,3,05:41:00,,290,0.00,0.00,290.00
365,15-3316,VA,Open,High School,3,04:56:59,,295,-5.00,0.00,290.00
366,15-0473,FL,Open,High School,3,05:43:58,,290,0.00,0.00,290.00
367,15-3299,AL,Open,High School,3,05:25:59,,290,0.00,0.00,290.00
368,15-2621,CA,Open,High School,3,05:50:57,,290,0.00,0.00,290.00
369,15-4972,OH,Open,High School,3,05:01:56,,271,0.00,18.86,289.86
370,15-0963,FL,Open,High School,3,05:30:56,,262,0.00,27.71,289.71
371,15-5330,CA,Open,High School,3,05:54:21,,261,0.00,28.29,289.29
372,15-0519,CA,Open,High School,3,04:57:56,,274,0.00,15.14,289.14
373,15-0542,CA,Open,High School,3,05:53:56,,263,0.00,26.14,289.14
374,15-0520,CA,Open,High School,3,05:31:57,,264,0.00,25.14,289.14
375,15-3823,CA,Open,High School,3,05:51:59,,263,0.00,26.14,289.14
376,15-1815,VA,Open,High School,3,05:58:57,,269,0.00,20.14,289.14
377,15-0495,MI,Open,High School,3,04:56:59,,276,0.00,13.05,289.05
378,15-2444,OK,Open,High School,3,05:52:59,,285,0.00,4.00,289.00
379,15-4025,TX,Open,High School,3,05:55:56,,259,0.00,30.00,289.00
380,15-4019,MD,Open,High School,3,05:10:59,,261,0.00,27.76,288.76
381,15-5007,TX,All Service,High School,3,05:44:59,,267,0.00,21.71,288.71
382,15-4198,CA,Open,High School,3,04:46:56,,278,0.00,10.67,288.67
383,15-0491,VA,Open,High School,3,13:07:56,T,261,-2.00,29.67,288.67
384,15-3228,TX,Open,High School,3,05:39:01,,273,0.00,15.43,288.43
385,15-1846,CA,Open,High School,3,05:51:59,,269,0.00,19.24,288.24
386,15-2697,TX,Open,High School,3,06:00:56,T,286,-7.00,9.19,288.19
387,15-1368,IL,Open,High School,3,05:57:56,,280,0.00,8.14,288.14
388,15-1520,CA,Open,High School,3,05:36:06,,278,0.00,10.00,288.00
389,15-0422,LA,Open,High School,3,05:53:59,,278,0.00,9.95,287.95
390,15-2642,CA,Open,High School,3,03:15:59,,262,0.00,25.81,287.81
391,15-4410,CA,Open,High School,3,05:40:56,,286,0.00,1.71,287.71
392,15-1485,TN,Open,High School,3,05:55:56,,273,0.00,14.71,287.71
393,15-3969,RI,Open,High School,3,05:57:56,,269,0.00,18.71,287.71
394,15-0910,VA,Open,High School,3,05:33:56,,261,0.00,26.57,287.57
395,15-0746,FL,Open,High School,3,05:58:56,,263,0.00,24.43,287.43
396,15-4708,CAN,Open,High School,3,04:33:57,,285,0.00,2.40,287.40
397,15-0590,NV,Open,High School,3,04:31:00,,276,0.00,11.29,287.29
398,15-2699,TX,Open,High School,3,06:01:55,T,286,-7.00,8.14,287.14
399,15-1935,VA,Open,High School,3,05:50:52,,287,0.00,0.00,287.00
400,15-4465,FL,Open,High School,3,37:00:56,T,259,-2.00,30.00,287.00
401,15-1468,MN,All Service,High School,3,05:48:58,,273,0.00,13.90,286.90
402,15-0192,CA,All Service,High School,3,03:29:57,,261,0.00,25.86,286.86
403,15-0829,DE,Open,High School,3,05:15:53,,260,0.00,26.86,286.86
404,15-0968,FL,Open,High School,3,05:11:00,,264,0.00,22.86,286.86
405,15-5099,TX,All Service,High School,3,05:47:53,,271,0.00,15.57,286.57
406,15-4288,CAN,Open,High School,3,05:36:56,,266,0.00,20.57,286.57
407,15-3115,VA,Open,High School,3,06:00:07,T,271,-2.00,17.52,286.52
408,15-4701,TX,Open,High School,3,05:43:57,,271,0.00,15.43,286.43
409,15-1505,TX,All Service,High School,3,05:55:54,,259,0.00,27.38,286.38
410,15-1801,TX,Open,High School,3,05:54:58,,266,0.00,20.29,286.29
411,15-4355,CA,Open,High School,3,05:31:58,,265,0.00,21.14,286.14
412,15-1360,CA,Open,High School,3,05:55:55,,260,0.00,26.14,286.14
413,15-1720,MD,Open,High School,3,05:08:56,,286,0.00,0.00,286.00
414,15-2573,HI,Open,High School,3,05:20:56,,278,0.00,8.00,286.00
415,15-0047,TN,Open,High School,3,05:53:55,,267,0.00,18.90,285.90
416,15-4120,MD,Open,High School,3,05:59:56,,257,0.00,28.71,285.71
417,15-1600,TX,All Service,High School,3,05:37:59,,268,0.00,17.52,285.52
418,15-1684,MN,Open,High School,3,05:59:19,,277,0.00,8.33,285.33
419,15-0195,MA,Open,High School,3,05:16:56,,277,0.00,8.29,285.29
420,15-0506,CA,Open,High School,3,05:37:00,,264,0.00,21.29,285.29
421,15-4392,TN,Open,High School,3,05:55:55,,258,0.00,27.29,285.29
422,15-4195,CA,All Service,High School,3,05:52:00,,260,0.00,25.24,285.24
423,15-0668,ID,Open,High School,3,05:24:56,,285,0.00,0.00,285.00
424,15-3296,AL,Open,High School,3,04:35:57,,285,0.00,0.00,285.00
425,15-3302,AL,Open,High School,3,05:50:56,,290,-5.00,0.00,285.00
426,15-1936,VA,Open,High School,3,05:28:02,,265,0.00,19.86,284.86
427,15-1290,CA,Open,High School,3,05:22:57,,271,0.00,13.71,284.71
428,15-1826,TX,Open,High School,3,05:56:00,,268,0.00,16.57,284.57
429,15-0691,TX,Open,High School,3,05:47:01,,267,0.00,17.43,284.43
430,15-2147,TX,Open,High School,3,05:45:58,,267,0.00,17.43,284.43
431,15-2250,AZ,Open,High School,3,06:00:59,T,263,-6.00,27.29,284.29
432,15-3285,OK,Open,High School,3,05:44:56,,265,0.00,19.24,284.24
433,15-4874,SC,Open,High School,3,05:45:56,,272,0.00,12.14,284.14
434,15-0788,GA,Open,High School,3,05:52:11,,277,0.00,7.00,284.00
435,15-3038,AZ,Open,High School,3,04:40:58,,277,0.00,6.86,283.86
436,15-3565,WY,Open,High School,3,05:50:56,,257,0.00,26.71,283.71
437,15-0521,CA,Open,High School,3,05:47:00,,275,0.00,8.67,283.67
438,15-3959,MD,Open,High School,3,05:43:58,,260,0.00,23.38,283.38
439,15-0034,OH,Open,High School,3,05:52:14,,266,0.00,17.38,283.38
440,15-0743,FL,Open,High School,3,05:44:56,,266,0.00,17.14,283.14
441,15-0165,TX,Open,High School,3,05:48:00,,273,0.00,10.05,283.05
442,15-1769,OR,Open,High School,3,05:58:01,,255,0.00,28.00,283.00
443,15-0831,DE,Open,High School,3,05:58:38,,258,0.00,24.81,282.81
444,15-2233,OH,Open,High School,3,05:02:55,,258,0.00,24.71,282.71
445,15-2628,FL,Open,High School,3,05:37:56,,273,0.00,9.67,282.67
446,15-0079,GA,Open,High School,3,05:29:02,,259,0.00,23.43,282.43
447,15-2900,ID,Open,High School,3,03:10:58,,282,0.00,0.00,282.00
448,15-2405,OH,All Service,High School,3,05:21:02,,275,0.00,7.00,282.00
449,15-4787,VA,All Service,High School,3,05:57:56,,277,0.00,5.00,282.00
450,15-0865,VA,Open,High School,3,05:46:56,,257,0.00,24.57,281.57
451,15-3676,WA,Open,High School,3,05:54:56,,254,0.00,27.43,281.43
452,15-3225,NV,Open,High School,3,05:53:56,,263,0.00,18.29,281.29
453,15-0594,NV,Open,High School,3,05:54:00,,267,0.00,14.29,281.29
454,15-3742,HI,Open,High School,3,05:53:57,,263,0.00,18.14,281.14
455,15-4532,CO,Open,High School,3,05:22:00,,281,0.00,0.00,281.00
456,15-2857,CO,Open,High School,3,04:54:59,,281,0.00,0.00,281.00
457,15-0446,TX,Open,High School,3,05:58:00,,276,0.00,5.00,281.00
458,15-4131,VA,Open,High School,3,05:45:55,,271,0.00,10.00,281.00
459,15-0827,NC,All Service,High School,3,05:50:59,,263,0.00,17.86,280.86
460,15-3196,VA,Open,High School,3,05:32:59,,255,0.00,25.71,280.71
461,15-4173,SC,Open,High School,3,05:50:56,,252,0.00,28.71,280.71
462,15-0036,OH,Open,High School,3,05:38:02,,275,0.00,5.67,280.67
463,15-1920,TX,Open,High School,3,05:48:56,,272,0.00,8.67,280.67
464,15-0468,HI,All Service,High School,3,05:55:01,,273,0.00,7.67,280.67
465,15-1698,IN,Open,High School,3,05:41:55,,259,0.00,21.57,280.57
466,15-1844,CA,Open,High School,3,05:59:01,,256,0.00,24.48,280.48
467,15-3016,MI,Open,High School,3,05:45:55,,263,0.00,17.38,280.38
468,15-4339,CO,Open,High School,3,05:43:57,,255,0.00,25.24,280.24
469,15-0653,GA,Open,High School,3,05:48:00,,269,0.00,11.14,280.14
470,15-2754,GA,Open,High School,3,05:26:56,,271,0.00,9.00,280.00
471,15-0756,TX,All Service,High School,3,05:56:56,,280,0.00,0.00,280.00
472,15-4478,CAN,Open,High School,3,09:46:55,T,286,-6.00,0.00,280.00
473,15-2015,VA,Open,High School,3,05:44:56,,254,0.00,25.86,279.86
474,15-2996,VA,Open,High School,3,05:55:56,,263,0.00,16.86,279.86
475,15-4568,CO,Open,High School,3,04:47:56,,253,0.00,26.81,279.81
476,15-2743,HI,All Service,High School,3,05:53:53,,259,0.00,20.57,279.57
477,15-2862,CA,Open,High School,3,05:34:57,,252,0.00,27.14,279.14
478,15-4557,CA,All Service,High School,3,04:51:57,,270,0.00,9.10,279.10
479,15-2236,CO,Open,High School,3,05:32:59,,277,-5.00,7.00,279.00
480,15-3901,RI,Open,High School,3,05:31:56,,252,0.00,26.95,278.95
481,15-0058,OK,Open,High School,3,05:40:20,,265,0.00,13.81,278.81
482,15-2061,VA,Open,High School,3,04:25:55,,259,0.00,19.71,278.71
483,15-1558,CAN,Open,High School,3,05:28:56,M,264,0.00,14.57,278.57
484,15-3001,WI,Open,High School,3,05:40:56,,267,0.00,11.52,278.52
485,15-4467,FL,Open,High School,3,28:56:57,T,255,-2.00,25.52,278.52
486,15-4075,WA,Open,High School,3,05:45:56,,275,0.00,3.33,278.33
487,15-2511,HI,Open,High School,3,05:49:56,,255,0.00,23.14,278.14
488,15-1340,NV,Open,High School,3,05:29:56,,254,0.00,24.00,278.00
489,15-2545,CO,Open,High School,3,05:23:58,,257,0.00,20.95,277.95
490,15-4795,CA,Open,High School,3,05:21:56,,253,0.00,24.86,277.86
491,15-4171,LA,Open,High School,3,05:41:56,,253,0.00,24.81,277.81
492,15-0497,MI,Open,High School,3,11:23:55,T,271,-2.00,8.00,277.00
493,15-1547,TX,Open,High School,3,05:37:59,,266,0.00,11.00,277.00
494,15-4815,VA,Open,High School,3,05:37:00,,277,0.00,0.00,277.00
495,15-1723,MD,Open,High School,3,05:23:55,,277,0.00,0.00,277.00
496,15-3705,MI,Open,High School,3,05:52:00,,277,0.00,0.00,277.00
497,15-2638,CA,Open,High School,3,04:26:57,,258,0.00,18.86,276.86
498,15-3409,VA,Open,High School,3,05:38:56,,251,0.00,25.86,276.86
499,15-2166,VA,Open,High School,3,05:26:55,,254,0.00,22.81,276.81
500,15-0988,VA,Open,High School,3,04:20:55,,254,0.00,22.71,276.71
501,15-1400,TX,Open,High School,3,05:37:00,,269,0.00,7.67,276.67
502,15-2501,OK,Open,High School,3,03:10:56,,276,0.00,0.00,276.00
503,15-0384,CA,Open,High School,3,05:36:56,,266,0.00,10.00,276.00
504,15-3533,IL,Open,High School,3,05:21:57,,250,0.00,26.00,276.00
505,15-2330,HI,Open,High School,3,05:45:57,,276,0.00,0.00,276.00
506,15-4529,IL,Open,High School,3,05:59:22,,276,0.00,0.00,276.00
507,15-0916,NC,All Service,High School,3,05:55:58,,276,0.00,0.00,276.00
508,15-3903,VA,Open,High School,3,05:28:59,,249,0.00,26.86,275.86
509,15-4315,UT,Open,High School,3,05:53:00,,265,0.00,10.71,275.71
510,15-0763,OK,Open,High School,3,05:30:57,,268,0.00,7.67,275.67
511,15-4060,TX,Open,High School,3,05:32:00,,258,0.00,17.57,275.57
512,15-0470,HI,All Service,High School,3,05:32:00,,269,0.00,6.33,275.33
513,15-1998,VA,Open,High School,3,04:46:59,,259,0.00,16.29,275.29
514,15-0604,TX,Open,High School,3,05:43:00,,254,0.00,21.19,275.19
515,15-0276,NJ,All Service,High School,3,05:26:34,,262,0.00,13.14,275.14
516,15-2964,NJ,All Service,High School,3,05:51:57,,251,0.00,24.10,275.10
517,15-0204,OH,Open,High School,3,05:54:01,,264,0.00,11.00,275.00
518,15-0118,RI,Open,High School,3,05:53:55,,264,0.00,10.67,274.67
519,15-4289,CAN,Open,High School,3,05:57:01,,262,0.00,12.52,274.52
520,15-4129,CAN,Open,High School,3,05:50:59,,267,0.00,7.43,274.43
521,15-2349,TX,All Service,High School,3,05:23:56,,265,0.00,9.29,274.29
522,15-5243,CA,Open,High School,3,04:59:57,,250,0.00,24.14,274.14
523,15-1546,TX,Open,High School,3,04:56:56,,255,0.00,19.14,274.14
524,15-1669,MD,Open,High School,3,05:05:17,,266,0.00,8.00,274.00
525,15-3354,IL,Open,High School,3,05:46:00,,244,0.00,30.00,274.00
526,15-4196,CA,All Service,High School,3,05:43:56,,263,0.00,11.00,274.00
527,15-1336,NV,Open,High School,3,05:41:57,,259,0.00,14.95,273.95
528,15-0541,CA,Open,High School,3,05:45:56,,253,0.00,20.86,273.86
529,15-0710,MA,Open,High School,3,05:12:58,,258,0.00,15.81,273.81
530,15-0403,HI,Open,High School,3,05:50:58,,264,0.00,9.67,273.67
531,15-4656,TX,Open,High School,3,05:48:59,,263,0.00,10.57,273.57
532,15-0235,WA,Open,High School,3,03:32:56,,256,0.00,17.48,273.48
533,15-0589,NV,Open,High School,3,05:56:56,,264,0.00,9.38,273.38
534,15-4350,MD,Open,High School,3,05:27:56,,255,0.00,18.33,273.33
535,15-1821,VA,Open,High School,3,05:29:56,,272,-5.00,6.29,273.29
536,15-2612,NY,Open,High School,3,05:29:55,,245,0.00,28.24,273.24
537,15-0023,IN,Open,High School,3,03:28:59,,273,0.00,0.00,273.00
538,15-1581,CA,Open,High School,3,05:30:56,,273,0.00,0.00,273.00
539,15-0752,FL,Open,High School,3,05:50:02,,264,0.00,9.00,273.00
540,15-2243,CA,All Service,High School,3,05:31:56,,258,0.00,14.86,272.86
541,15-3657,FL,Open,High School,3,05:35:56,,263,0.00,9.86,272.86
542,15-0072,SC,Open,High School,3,05:50:56,,248,0.00,24.86,272.86
543,15-1845,CA,Open,High School,3,05:59:56,,251,0.00,21.86,272.86
544,15-3624,CAN,Open,High School,3,05:30:55,,256,0.00,16.57,272.57
545,15-1292,CA,Open,High School,3,05:56:01,,263,0.00,9.43,272.43
546,15-1748,PA,All Service,High School,3,05:51:00,,260,0.00,12.29,272.29
547,15-1315,CA,Open,High School,3,05:50:00,,259,0.00,13.14,272.14
548,15-2549,CO,Open,High School,3,04:24:00,,265,0.00,7.00,272.00
549,15-4238,AL,Open,High School,3,05:31:56,,272,0.00,0.00,272.00
550,15-3460,MI,Open,High School,3,05:17:00,,263,0.00,9.00,272.00
551,15-0030,NJ,Open,High School,3,05:45:59,,272,0.00,0.00,272.00
552,15-4257,IL,Open,High School,3,05:48:56,,263,0.00,9.00,272.00
553,15-0814,AE,All Service,High School,3,05:57:01,,267,-5.00,10.00,272.00
554,15-1721,MD,Open,High School,3,06:00:57,T,249,-2.00,25.00,272.00
555,15-0315,IL,Open,High School,3,03:03:15,,249,0.00,22.81,271.81
556,15-0569,CO,Open,High School,3,05:54:56,,253,0.00,18.71,271.71
557,15-1960,MD,Open,High School,3,04:30:56,,246,0.00,25.43,271.43
558,15-4340,CO,Open,High School,3,03:03:55,,249,0.00,22.14,271.14
559,15-0464,MI,Open,High School,3,04:18:56,,257,0.00,14.14,271.14
560,15-0077,MI,Open,High School,3,05:19:59,,257,0.00,14.14,271.14
561,15-1425,VA,All Service,High School,3,04:12:00,,262,0.00,9.00,271.00
562,15-0188,VA,Open,High School,3,05:37:58,,247,0.00,24.00,271.00
563,15-1208,NC,Open,High School,3,05:50:57,M,252,-5.00,24.00,271.00
564,15-3637,CO,Open,High School,3,05:35:56,,257,0.00,13.90,270.90
565,15-3846,PA,Open,High School,3,05:57:55,,248,0.00,22.52,270.52
566,15-1775,MD,Open,High School,3,05:41:00,,247,0.00,23.43,270.43
567,15-0004,TX,Open,High School,3,05:48:56,,260,0.00,10.43,270.43
568,15-3416,UT,All Service,High School,3,05:45:59,,253,0.00,17.10,270.10
569,15-0797,FL,Open,High School,3,04:40:56,,270,0.00,0.00,270.00
570,15-0571,CO,Open,High School,3,05:59:57,,261,0.00,9.00,270.00
571,15-0762,OK,Open,High School,3,05:39:00,,263,0.00,7.00,270.00
572,15-1152,IL,Open,High School,3,05:48:57,,264,0.00,6.00,270.00
573,15-0267,CA,All Service,High School,3,07:14:56,T,244,-2.00,28.00,270.00
574,15-1327,VA,Open,High School,3,04:02:56,,253,0.00,16.86,269.86
575,15-0145,TX,All Service,High School,3,05:59:59,,264,0.00,5.86,269.86
576,15-3182,CA,Open,High School,3,05:20:57,,240,0.00,29.71,269.71
577,15-1146,CA,Open,High School,3,05:11:56,,245,0.00,24.71,269.71
578,15-0388,CO,Open,High School,3,05:28:56,,244,0.00,25.57,269.57
579,15-4128,CAN,Open,High School,3,05:50:59,,249,0.00,20.57,269.57
580,15-0911,VA,Open,High School,3,05:16:00,,242,0.00,27.43,269.43
581,15-4177,CA,Open,High School,3,05:45:01,,244,0.00,25.29,269.29
582,15-0140,TX,All Service,High School,3,05:59:56,,248,0.00,21.14,269.14
583,15-3716,VT,Open,High School,3,04:47:56,,258,0.00,11.10,269.10
584,15-1399,TX,Open,High School,3,05:49:59,,263,0.00,6.00,269.00
585,15-5018,TX,Open,High School,3,06:00:00,,269,0.00,0.00,269.00
586,15-3589,VA,Open,High School,3,04:01:59,,252,0.00,16.86,268.86
587,15-4018,MD,Open,High School,3,05:15:00,,241,0.00,27.86,268.86
588,15-2652,TX,Open,High School,3,05:19:56,,262,0.00,6.67,268.67
589,15-1823,VA,Open,High School,3,05:52:57,,252,0.00,16.52,268.52
590,15-0529,NY,Open,High School,3,05:56:00,,241,0.00,27.52,268.52
591,15-1820,VA,Open,High School,3,05:24:56,,249,0.00,19.38,268.38
592,15-0319,CO,Open,High School,3,05:25:58,,245,0.00,23.29,268.29
593,15-4702,TX,Open,High School,3,06:00:02,T,254,-2.00,16.29,268.29
594,15-2396,HI,Open,High School,3,05:35:59,,249,0.00,19.05,268.05
595,15-4798,TX,Open,High School,3,05:48:56,,255,0.00,13.00,268.00
596,15-1477,RI,Open,High School,3,04:55:56,,259,0.00,9.00,268.00
597,15-1378,AR,Open,High School,3,05:56:58,,268,0.00,0.00,268.00
598,15-1137,CAN,Open,High School,3,05:10:58,,268,0.00,0.00,268.00
599,15-4875,CT,Open,High School,3,05:50:56,,268,0.00,0.00,268.00
600,15-3251,CA,Open,High School,3,05:40:57,,253,0.00,15.00,268.00
601,15-3043,CA,Open,High School,3,05:39:24,,257,0.00,11.00,268.00
602,15-1093,NJ,Open,High School,3,05:45:58,,268,0.00,0.00,268.00
603,15-1580,CA,Open,High School,3,05:26:59,,249,0.00,18.95,267.95
604,15-5049,UT,All Service,High School,3,05:41:36,,252,0.00,15.67,267.67
605,15-3588,VA,Open,High School,3,04:57:56,,248,0.00,19.38,267.38
606,15-5102,TX,All Service,High School,3,05:42:56,,254,0.00,13.14,267.14
607,15-4876,SC,Open,High School,3,05:20:56,,257,0.00,10.00,267.00
608,15-4979,CA,Open,High School,3,18:09:18,T,269,-2.00,0.00,267.00
609,15-1256,RI,Open,High School,3,05:59:58,,267,0.00,0.00,267.00
610,15-4414,AZ,All Service,High School,3,05:53:00,,247,0.00,19.71,266.71
611,15-1623,AL,Open,High School,3,05:30:00,,252,0.00,14.62,266.62
612,15-4837,OR,Open,High School,3,04:51:57,,245,0.00,21.57,266.57
613,15-3640,HI,Open,High School,3,05:41:59,,248,0.00,18.57,266.57
614,15-0503,CA,Open,High School,3,05:32:56,,246,0.00,20.43,266.43
615,15-2164,VA,Open,High School,3,05:32:58,,238,0.00,28.38,266.38
616,15-1800,TX,Open,High School,3,05:54:00,,245,0.00,21.29,266.29
617,15-3353,IL,Open,High School,3,05:27:03,,238,0.00,28.14,266.14
618,15-1009,CAN,Open,High School,3,03:26:56,,266,0.00,0.00,266.00
619,15-2199,MI,Open,High School,3,06:09:56,T,259,-2.00,9.00,266.00
620,15-0642,VA,Open,High School,3,04:45:00,,266,0.00,0.00,266.00
621,15-4512,VA,Open,High School,3,04:50:56,,266,0.00,0.00,266.00
622,15-1278,PA,Open,High School,3,05:29:55,,237,0.00,29.00,266.00
623,15-1554,CAN,Open,High School,3,05:33:58,,266,0.00,0.00,266.00
624,15-2317,NE,All Service,High School,3,05:42:56,,261,0.00,5.00,266.00
625,15-4503,CO,Open,High School,3,05:51:56,,251,0.00,15.00,266.00
626,15-0155,AL,All Service,High School,3,05:57:59,,259,0.00,7.00,266.00
627,15-4466,FL,Open,High School,3,32:13:56,T,240,-2.00,27.86,265.86
628,15-3712,GA,Open,High School,3,05:35:14,,252,0.00,13.81,265.81
629,15-0402,HI,Open,High School,3,06:00:01,MT,243,-2.00,24.71,265.71
630,15-1954,NV,Open,High School,3,05:54:55,,255,0.00,10.57,265.57
631,15-2868,CA,Open,High School,3,05:55:57,,237,0.00,28.57,265.57
632,15-2571,TN,Open,High School,3,05:53:59,,242,0.00,23.57,265.57
633,15-2895,TX,Open,High School,3,04:38:57,,249,-5.00,21.29,265.29
634,15-1987,CA,Open,High School,3,05:41:58,,248,0.00,17.10,265.10
635,15-1697,NC,All Service,High School,3,03:34:07,,258,0.00,7.00,265.00
636,15-2348,TX,All Service,High School,3,05:31:00,,265,0.00,0.00,265.00
637,15-3927,GA,Open,High School,3,05:57:56,,257,0.00,8.00,265.00
638,15-0278,SC,Open,High School,3,05:51:57,,246,0.00,19.00,265.00
639,15-1703,VA,Open,High School,3,10:47:00,T,271,-6.00,0.00,265.00
640,15-4126,MD,Open,High School,3,04:57:55,,237,0.00,27.86,264.86
641,15-2647,TX,All Service,High School,3,05:36:00,,248,0.00,16.81,264.81
642,15-1259,CA,Open,High School,3,01:57:56,,244,0.00,20.71,264.71
643,15-1696,NJ,Open,High School,3,05:09:01,M,256,-5.00,13.24,264.24
644,15-2517,OK,Open,High School,3,02:50:56,,257,0.00,7.14,264.14
645,15-2222,CO,Open,High School,3,05:32:00,,257,0.00,7.14,264.14
646,15-0593,NV,Open,High School,3,05:11:00,,254,0.00,10.00,264.00
647,15-2687,AL,All Service,High School,3,05:49:57,,264,0.00,0.00,264.00
648,15-1306,CA,Open,High School,3,05:21:01,,245,-5.00,23.86,263.86
649,15-1999,VA,Open,High School,3,05:44:00,,235,0.00,28.86,263.86
650,15-1964,MD,Open,High School,3,338:44:57,T,237,0.00,26.71,263.71
651,15-3271,CO,Open,High School,3,03:54:01,,255,0.00,8.67,263.67
652,15-4190,AL,Open,High School,3,05:04:57,,250,0.00,13.67,263.67
653,15-4284,MD,Open,High School,3,05:22:07,,244,0.00,19.57,263.57
654,15-1229,WY,All Service,High School,3,05:53:00,,251,0.00,12.14,263.14
655,15-1344,NV,Open,High School,3,05:40:00,,252,0.00,11.14,263.14
656,15-2113,DC,Open,High School,3,05:21:56,,241,0.00,22.00,263.00
657,15-1375,AR,Open,High School,3,05:11:58,,263,0.00,0.00,263.00
658,15-0640,VA,Open,High School,3,04:55:01,,237,0.00,26.00,263.00
659,15-4932,TX,Open,High School,3,05:36:58,,255,0.00,8.00,263.00
660,15-0774,OH,Open,High School,3,05:57:59,,246,0.00,16.86,262.86
661,15-2093,NV,Open,High School,3,05:48:59,,238,0.00,24.62,262.62
662,15-0244,TX,All Service,High School,3,05:44:30,,253,0.00,9.57,262.57
663,15-2786,HI,Open,High School,3,05:51:00,,246,0.00,16.57,262.57
664,15-3202,TX,Open,High School,3,05:56:57,,257,0.00,5.52,262.52
665,15-1495,NY,Open,High School,3,05:46:09,,254,0.00,8.29,262.29
666,15-3690,NM,Open,High School,3,02:35:58,,272,-10.00,0.00,262.00
667,15-1865,VA,Open,High School,3,03:23:56,,254,0.00,8.00,262.00
668,15-1501,AL,Open,High School,3,05:37:56,,256,0.00,6.00,262.00
669,15-0735,HI,Open,High School,3,05:56:57,,262,0.00,0.00,262.00
670,15-2971,CA,Open,High School,3,05:23:56,,244,0.00,18.00,262.00
671,15-2434,CA,Open,High School,3,05:53:56,,254,0.00,8.00,262.00
672,15-1149,TX,Open,High School,3,05:40:55,,253,0.00,9.00,262.00
673,15-1063,AL,All Service,High School,3,05:56:56,,262,0.00,0.00,262.00
674,15-3111,TX,Open,High School,3,05:36:58,,256,0.00,5.86,261.86
